pid,label
408960,12.32
365248,6.54
408605,6.21
365203,9.11
927767,5.64
381812,4.58
407960,7.92
440427,8.72
697870,8.58
646235,11.39
527151,8.62
487216,8.82
400313,6.51
364678,9.94
399471,8.14
534473,8.64
399495,9.14
402677,10.28
366982,10.71
552218,11.55
808318,4.52
406635,6.17
407821,10.42
411949,7.69
173466,6.58
177833,6.6
454975,6.69
401004,10.32
390751,7.92
407820,10.72
409783,7.94
711475,7.81
402680,10.7
388708,10.23
383696,10.01
383695,10.36
367211,10.12
401005,10.34
402678,10.97
401007,10.29
391019,7.94
365270,4.46
437248,3.58
390752,7.92
805837,9.79
413994,4.75
380568,5.67
365036,1.0
464603,8.92
417455,8.36
405208,9.5
417235,8.87
381694,6.34
1081850,5.95
1081852,5.83
558668,6.0
406377,9.22
388327,8.14
548818,5.93
434869,3.7
399092,3.46
380333,5.7
437180,3.7
364517,13.21
365302,4.39
446186,3.7
396863,3.7
364793,8.1
400842,4.75
365059,3.7
424627,5.67
391020,8.14
422845,6.0
434841,3.81
390754,7.94
396861,3.7
396626,3.7
390755,7.94
420642,3.58
386644,5.52
889771,7.04
173465,6.39
418527,6.02
380344,6.02
179784,6.44
384066,8.4
456024,5.0
569728,4.95
611184,4.95
569727,4.91
569726,5.09
455839,5.04
623375,4.95
455838,5.0
179783,6.46
611183,5.0
456023,5.04
415109,9.46
390756,7.94
667411,8.42
409714,9.92
582498,5.04
385455,4.32
365084,4.32
519456,8.8
386916,7.11
455837,5.04
582497,5.09
455836,5.13
456022,5.17
366383,10.55
381744,5.58
369813,4.52
369501,4.81
365190,5.64
381743,5.67
409609,10.34
916030,1.58
386866,7.54
720817,9.44
367961,10.42
386566,7.56
611182,5.29
569725,5.17
410446,10.91
513001,5.09
455835,5.13
513000,5.39
456021,5.17
436290,8.01
582496,5.21
456020,5.25
623374,5.21
456019,5.21
611180,5.55
611179,5.52
623373,5.39
587972,9.26
801262,10.84
810273,4.64
386862,7.61
398789,8.06
400995,4.32
400913,6.36
455573,8.26
382718,6.02
398871,5.86
410224,5.13
493157,5.49
365188,5.13
381742,6.66
364929,6.25
407782,5.95
386645,5.09
405550,5.17
408684,4.7
821906,2.58
754210,8.08
393188,5.17
364899,7.68
416947,7.43
371836,5.13
839264,4.64
1079327,8.18
493011,9.6
407182,8.62
414870,8.02
460364,3.46
408634,7.38
416290,9.4
859108,3.58
994527,3.17
952446,3.81
386683,6.19
987041,3.91
400641,11.09
400667,9.44
372964,8.59
400242,6.07
364933,5.58
384161,9.28
365391,8.45
377183,6.0
435212,7.95
946243,2.0
404146,11.47
414872,8.06
427279,8.15
427909,8.43
364928,5.29
454945,6.17
405549,5.36
365116,8.02
391021,8.12
427280,8.12
424144,6.15
1054880,5.55
480784,6.15
429295,8.11
386859,4.09
414873,8.12
365115,8.45
1054879,5.86
758292,7.29
391319,7.28
537331,5.43
364927,5.88
608312,4.17
401641,5.78
365189,5.29
416296,8.08
382724,6.04
404512,8.29
398870,5.81
456018,5.52
414206,8.85
1024311,5.98
422880,7.64
393814,5.83
403839,7.34
366675,8.95
372519,5.7
406493,5.86
1041621,5.88
393818,5.49
387283,7.0
413514,5.75
417916,7.58
406494,5.83
406495,5.78
420797,11.07
386729,8.67
408687,5.81
856222,1.0
389069,5.98
396099,7.55
415392,6.71
389070,6.66
424291,6.13
403342,5.73
416959,7.93
450827,10.81
393826,6.85
454946,6.15
407597,6.29
622013,12.86
424292,6.13
424307,6.39
366818,5.58
401199,9.35
401200,9.04
502115,9.56
403213,4.64
645859,6.29
450876,8.04
767877,8.03
382390,11.88
382715,6.09
439303,9.27
450877,8.12
405828,9.37
846813,5.04
365158,9.02
381423,10.64
364544,10.58
408883,8.12
1004980,2.0
1022847,3.58
754599,1.58
707657,6.11
1004978,2.0
754592,1.58
386357,11.05
445632,7.38
707649,2.32
424740,2.0
912676,8.1
417881,9.76
723605,6.02
407902,8.58
392665,3.91
381775,9.98
420379,10.57
818485,8.99
405442,10.15
864003,7.7
391315,9.74
417907,9.75
444990,6.73
754596,1.0
164523,10.22
401898,10.03
371407,2.81
378445,5.67
405203,7.34
986813,10.13
401042,11.34
405383,7.03
447422,10.1
365701,7.83
364968,4.52
750581,6.04
388394,8.68
591630,5.86
364986,5.46
490235,11.81
393828,6.74
468338,4.39
407246,8.1
403372,3.7
477663,8.41
405629,4.09
455801,5.43
411227,9.68
384314,9.89
417929,12.08
368287,9.87
688571,14.68
381382,9.45
587323,10.83
381486,10.36
398473,10.37
405165,10.36
381487,10.38
983096,3.81
398581,6.69
405298,7.46
398520,8.95
399153,9.29
449854,6.95
405834,10.6
629586,10.01
366331,8.12
1057286,4.39
416310,9.56
386715,7.11
911619,6.73
364637,8.65
401848,9.59
409455,9.77
384641,9.79
389669,9.76
368169,4.17
368156,9.8
365621,9.14
395212,4.09
403664,9.97
409132,9.81
403663,9.82
406154,2.32
480852,8.24
409131,9.91
384640,10.08
368659,8.74
409130,10.01
405979,8.5
506265,8.39
405859,8.08
448396,7.64
401017,7.67
449998,9.8
811354,10.84
1032056,11.07
427747,13.36
516967,13.09
629225,4.46
501105,12.78
437825,7.92
1060981,1.58
381585,8.65
427746,12.9
715183,9.79
401171,4.75
469402,12.75
521366,13.26
688293,8.77
440438,12.84
539660,13.42
548292,13.8
907188,9.62
589794,9.59
509006,13.4
365144,8.93
365145,9.06
574463,13.35
757025,7.73
454132,12.33
563295,13.11
563294,12.4
365600,10.87
546621,12.23
546620,12.32
623363,9.73
638607,12.57
655968,12.61
372241,5.67
784738,11.73
784737,12.08
820342,12.35
393504,6.25
399862,4.25
820341,12.51
388649,6.21
383551,9.03
781924,10.19
640024,7.48
963002,13.18
753105,10.11
781922,9.71
963001,13.37
972831,12.75
1044084,10.58
699982,13.23
994894,12.63
411926,7.27
454832,4.32
994893,12.48
365614,5.32
399499,8.79
390011,9.35
499445,8.55
405272,9.53
389591,8.46
1022849,3.58
388186,9.26
477804,11.75
371903,6.58
364979,10.07
408190,6.3
381060,8.63
371905,6.25
371907,6.04
401537,6.87
388660,7.81
688912,5.73
365623,9.54
405277,9.08
398461,9.95
393842,6.49
364232,9.33
410716,8.99
408129,9.32
385935,8.6
386373,6.86
393507,8.95
433061,6.51
408193,5.83
408194,5.67
406111,7.86
459880,3.17
388670,5.73
839302,5.93
366205,9.39
402450,8.71
409941,8.46
383345,9.94
385048,8.95
401833,10.63
511865,4.46
401253,9.29
387600,6.09
566444,9.25
400630,4.81
594079,11.38
414874,9.35
399311,4.0
410790,7.69
364280,11.4
364753,6.19
586521,7.8
364281,11.27
497062,8.31
1034174,3.46
845884,1.58
465208,4.86
1104224,4.32
405194,7.85
386553,4.81
403246,8.01
415988,8.46
381667,6.82
406639,10.34
369229,7.97
410505,8.1
1008511,4.52
365628,13.5
403244,7.97
410504,7.99
412464,7.95
422496,4.52
412463,7.95
369506,8.01
385148,9.38
369515,8.11
410503,7.94
422879,7.61
408357,4.0
387102,4.0
381683,6.6
386567,5.49
407661,6.63
500823,6.41
386550,6.54
459328,4.17
365128,6.52
364862,6.48
407660,6.46
365127,6.54
405453,5.64
364861,6.48
365126,6.46
409188,5.04
405475,7.14
412460,7.97
653329,11.48
400744,6.91
385968,8.1
398791,6.54
446066,4.17
418512,9.48
365125,6.55
407659,6.74
459325,4.09
381640,6.61
369512,8.34
365124,6.58
464325,11.68
365123,6.64
365122,6.81
407603,9.74
405474,7.03
364818,7.24
408296,6.51
433063,7.06
365198,8.89
410499,8.29
384743,9.44
731627,6.39
404538,8.68
415820,7.85
724986,4.58
910553,15.2
731531,4.7
512443,4.32
512447,4.32
1003044,9.32
427012,6.02
405447,6.07
411108,11.68
407696,9.91
405502,9.75
395416,8.23
400900,7.89
364971,8.17
406093,3.58
399411,4.17
382206,4.0
401282,4.0
401283,2.81
408349,4.75
382207,4.86
877518,3.17
387095,4.17
365723,4.0
387097,4.64
382209,4.7
365724,4.32
387098,4.46
382210,4.58
382211,4.58
406091,4.75
399414,4.25
399415,4.58
399416,4.7
387099,4.32
364858,4.91
902846,2.32
398970,9.65
382162,6.0
414712,8.8
418676,9.34
401297,5.49
419351,8.73
408391,11.67
394603,8.9
364896,11.19
410514,9.98
370852,7.26
402316,11.58
377073,8.71
407473,8.92
365167,9.82
410561,4.86
622265,9.64
366310,7.37
709625,4.7
367143,9.73
368603,6.38
469202,5.29
366309,7.15
545256,7.93
365333,10.85
365081,11.23
397294,4.39
381871,11.24
365080,10.26
406236,7.68
399523,7.55
523589,7.09
426020,5.78
418113,9.36
406798,12.11
429213,5.36
386141,8.32
406277,1.0
365625,1.0
401394,1.58
406278,1.58
387238,1.58
753551,5.81
361966,9.66
505563,4.25
406744,6.21
539336,7.07
469234,7.11
409238,8.34
423568,7.91
495426,5.43
399581,9.42
399079,7.01
365289,6.77
365042,6.81
381825,6.75
450930,10.01
365908,5.29
400954,6.63
399105,6.86
406997,8.59
389305,8.35
365930,4.17
421280,12.77
379110,13.17
387281,5.29
393724,8.9
921985,4.46
365691,5.58
384337,11.45
399691,4.75
367660,11.39
999373,4.39
399517,9.83
502514,7.17
383780,5.7
410671,11.5
408710,4.58
366005,11.54
402209,2.32
367727,7.62
403090,7.58
401572,8.05
403089,7.91
401458,8.2
409758,8.14
384154,7.49
408515,7.39
384153,7.31
399801,8.55
406564,8.42
409757,7.51
367490,7.33
367725,8.08
383573,8.01
450421,5.36
595257,5.46
367726,7.46
737542,4.32
409756,8.57
367724,8.04
651518,4.46
444059,10.4
389177,9.15
408926,2.81
366172,8.96
366607,8.46
407938,5.64
408327,7.92
366209,3.91
382749,2.0
367344,5.61
399929,7.41
406315,9.28
560951,1.58
403765,8.81
417668,8.88
403569,6.11
387561,10.81
365938,5.04
366246,4.17
400024,10.82
931490,7.14
438424,10.26
406759,10.81
367031,4.64
408706,7.36
1072573,4.52
453123,6.39
745709,4.25
731551,4.25
731552,4.39
731554,4.25
731555,4.25
696128,4.25
708289,4.25
386455,11.05
382803,8.79
387603,8.92
999374,4.39
409011,10.08
453124,8.87
421385,10.13
394925,4.25
365999,5.39
401778,4.7
366299,8.93
512453,4.25
399446,7.35
382613,9.01
366311,8.95
400068,8.85
366312,8.9
382790,10.12
405280,11.45
366324,9.33
382858,4.7
406879,9.61
619253,6.97
400852,7.69
382176,9.67
388431,7.64
366421,7.39
382875,4.25
402449,5.13
409670,5.09
386394,6.09
366980,5.29
387699,8.36
834336,1.58
1061205,1.58
1050548,2.0
382900,6.97
386987,9.6
416576,9.67
370502,9.59
909093,5.09
824804,4.46
452671,4.86
382913,4.86
512454,5.09
455506,3.46
409150,7.85
400136,5.83
382933,12.56
409161,11.6
696140,4.25
696144,4.25
745718,4.46
708296,4.25
639003,4.39
387740,10.61
367875,9.86
511887,4.46
776409,7.91
708304,4.91
708305,4.25
792413,7.91
366435,7.66
365226,9.57
401933,6.04
366153,11.78
402076,13.27
406956,1.0
365920,6.13
365998,5.93
387302,5.64
409220,4.7
387230,9.78
382472,5.7
658896,7.15
425774,11.25
745726,4.25
408983,12.92
382990,6.02
400175,12.23
984924,5.73
511903,4.09
745731,4.0
708316,4.0
511909,4.0
406428,5.67
409253,11.96
938623,3.32
406123,10.3
401854,7.07
400095,6.81
429743,9.12
692078,9.58
411566,8.57
406284,9.56
409297,4.39
392127,6.71
1069919,1.0
387040,6.88
366588,3.58
407049,3.7
370695,6.75
615744,11.86
388499,7.45
625703,6.7
677497,4.39
367347,10.11
685114,4.7
734805,6.32
399707,6.0
366614,3.81
940984,6.15
789447,3.7
388770,7.7
401296,6.64
693322,3.7
749928,1.58
409080,3.7
383134,5.46
512760,11.11
146293,10.63
417334,7.32
399821,8.14
424813,11.49
424739,11.24
400291,4.95
422248,11.58
902226,6.27
1067784,3.0
425035,2.32
731570,4.17
832642,7.08
731571,4.0
409092,7.07
409093,8.67
365964,9.94
409360,3.7
366642,4.39
383144,4.32
365013,6.09
405614,6.07
400922,7.09
406507,9.58
402098,3.0
450480,9.68
384824,6.43
400142,10.13
402105,3.7
365996,6.0
686030,7.16
402339,7.78
443084,9.7
387402,6.09
591251,6.41
366109,5.13
365715,6.07
366654,4.64
534708,7.93
385447,3.46
399785,6.15
747603,3.0
647074,3.32
514645,5.43
708539,5.67
405863,2.81
407021,8.02
382687,6.17
430463,4.25
366101,6.15
406810,9.15
408866,6.19
416260,4.25
436460,4.25
367805,8.9
410857,4.25
416358,9.32
401965,7.57
436599,4.81
365798,6.17
412368,5.64
428494,4.75
408865,6.23
426374,4.81
399706,6.0
400056,8.06
434189,5.17
389936,4.91
434191,4.91
365680,10.86
395841,6.73
426393,5.13
409100,5.13
365797,6.27
622004,7.77
436612,5.17
406234,6.21
401491,10.88
434203,5.17
406501,4.25
365771,4.75
382549,4.81
765964,6.07
622002,7.58
410524,10.12
921984,4.52
399972,9.57
387322,8.7
383207,4.46
622000,7.58
383065,6.83
391071,6.98
407019,9.85
412528,6.39
409203,9.99
387952,3.58
386057,5.09
408683,13.63
428505,5.21
426390,5.55
366100,6.29
761776,7.88
410573,6.02
382686,6.29
419990,9.36
396001,9.59
406527,10.72
405308,5.13
998443,7.95
384413,10.06
761772,7.44
998442,8.02
761768,7.72
401934,8.15
440732,9.27
998441,7.82
761764,8.12
390854,5.49
1027492,7.94
761783,7.77
388130,7.43
387938,7.23
715112,11.48
761782,7.61
400566,7.8
410822,6.79
369620,6.92
382711,7.62
408882,6.87
408881,6.88
365815,6.86
366139,6.91
387449,6.92
408880,6.82
387447,6.86
382710,6.86
365812,6.85
401622,6.88
382709,6.91
387442,6.73
366137,6.82
401621,6.78
382707,6.7
406597,6.75
406598,6.71
382705,6.69
406595,6.61
387438,6.93
406592,6.66
387437,6.69
399817,6.67
408878,6.78
382703,6.66
366136,6.6
406588,6.79
387435,6.69
382701,6.66
401620,6.64
408876,6.73
366135,6.58
365807,6.78
399814,6.55
401618,6.52
401617,6.52
406584,6.48
365806,6.6
406582,6.61
406583,6.57
382692,6.29
406574,6.29
366122,6.38
387423,6.3
406575,6.49
382693,6.39
366123,6.52
366124,6.52
365803,6.44
366125,6.48
401610,6.39
406577,6.43
382694,6.43
401611,6.43
382695,6.52
382696,6.43
366128,6.51
406581,6.36
401614,6.49
399813,6.6
401615,6.54
387428,6.52
382698,6.43
408873,6.46
401616,6.58
387429,6.48
366130,6.43
402337,7.35
365983,15.26
454204,7.17
403318,6.75
1027491,7.87
761780,7.58
761779,7.57
369619,6.3
369618,6.34
405771,9.67
366691,7.71
410610,8.62
409267,4.25
410607,8.39
387789,3.91
386064,8.28
408863,6.91
591727,6.44
402940,2.32
408862,6.85
412537,8.19
387790,3.32
387399,7.0
403562,6.55
369617,6.51
369637,8.24
412836,8.7
369635,8.09
512465,4.0
639025,3.7
408861,7.33
511918,4.0
512482,3.91
407262,12.9
366230,3.46
366537,3.46
407025,3.32
393296,5.49
409020,9.83
408879,9.23
414752,9.78
375800,9.79
411104,6.74
369318,6.61
412507,6.74
445419,10.88
591890,8.92
410572,6.73
410523,10.13
367793,10.23
511921,4.25
512486,4.52
423977,5.25
511925,4.09
511928,3.91
403317,5.83
369616,5.36
522293,10.54
394009,9.68
408903,4.81
388143,6.97
406628,5.46
366155,4.7
365835,4.7
382722,4.75
382723,4.7
406629,4.81
408905,4.86
408904,4.64
387487,4.81
365837,4.81
406586,6.11
399841,4.86
406587,6.23
366156,4.86
365838,4.86
365834,4.75
382700,6.0
366157,4.64
365839,4.7
387486,4.7
401643,4.7
406630,4.64
401642,4.7
382699,6.07
408906,4.75
408875,7.62
469200,4.52
465730,4.32
444807,4.46
469195,7.23
401490,10.28
421453,9.15
417956,4.58
465718,4.32
400477,4.17
365862,5.93
382733,5.93
399883,5.95
399882,5.95
366177,5.86
408930,5.86
382734,5.88
366180,5.91
408931,5.88
399885,6.09
408932,5.93
406662,5.95
444801,4.46
399890,5.91
406663,5.78
408933,5.88
406664,5.88
382736,5.95
399891,5.83
366183,5.86
387513,6.25
365881,5.78
401657,6.13
399892,6.11
382737,6.07
399893,6.17
382738,6.19
366187,6.49
366189,6.21
408937,6.21
401658,6.13
401659,6.09
366190,6.07
382739,6.07
401660,6.04
408938,6.04
408588,10.35
401661,6.27
408940,6.02
365884,6.04
406673,6.13
406674,6.02
387516,6.02
387517,6.04
399895,6.02
366192,6.29
382741,6.0
366196,5.95
387518,6.07
399901,6.0
366197,5.98
365887,5.95
387519,5.93
406679,5.98
366198,5.95
399897,9.33
366199,6.0
365888,6.17
406681,5.93
401664,5.93
382745,5.93
366202,5.91
408943,5.91
366203,5.93
365893,5.86
399914,5.93
366207,5.88
382746,5.93
401665,5.95
365895,5.91
406687,5.95
401667,5.98
366210,5.95
366212,5.86
399921,5.98
382748,5.95
406692,5.95
365896,6.11
382750,5.93
387525,5.98
382751,5.93
365897,6.0
387527,5.95
382753,5.95
399928,5.93
406696,6.13
534132,6.09
543940,6.51
646653,2.58
391554,5.25
411151,5.09
386542,5.09
411149,5.09
400172,4.52
402621,6.89
390963,11.89
411148,5.04
412952,5.17
411146,5.04
401951,8.55
426426,8.71
600189,6.11
404372,6.29
408589,10.3
408586,10.37
384222,10.41
512488,3.91
708357,4.0
731607,3.46
409135,11.63
511945,3.81
512498,3.7
368525,6.27
390213,6.36
742968,6.04
411600,6.36
411595,6.02
368517,6.02
663457,5.55
402639,6.34
404380,6.09
486015,3.81
368520,6.17
385255,6.21
395515,5.0
609440,6.97
387401,6.38
395513,5.0
368821,7.42
404373,6.15
385247,6.23
411594,6.25
384016,8.79
402629,6.43
382685,6.34
368518,6.15
466719,4.75
385253,6.23
402536,6.67
373626,4.91
385257,6.27
366099,6.3
411603,7.81
373859,4.95
385246,6.09
390210,6.15
404376,6.25
402630,6.07
411598,6.21
708382,3.7
745771,3.91
420063,10.61
639065,3.91
402633,6.17
639067,3.81
638941,4.7
705984,7.69
511954,3.91
368523,6.25
368529,7.48
486486,5.0
511958,3.81
639074,3.81
401669,8.97
507149,10.58
535072,5.04
410520,10.87
696215,3.91
708389,3.91
745787,3.91
387492,7.33
745789,4.09
639076,3.91
708395,4.0
696224,3.81
1066154,2.0
1066150,2.0
429352,5.17
489063,3.0
261850,9.07
255517,9.56
262742,9.68
368498,7.29
417336,5.0
373622,5.04
382706,8.31
415423,4.91
365510,3.91
1026761,6.63
402596,6.49
387890,6.19
365509,5.09
390215,6.49
402086,5.98
401397,4.0
365508,3.7
368820,7.29
365954,10.85
365507,5.0
779631,3.81
804868,8.26
390212,6.11
745796,3.91
370825,8.27
512503,3.81
406643,4.75
365849,5.52
366163,5.39
399860,5.32
406642,4.81
402342,4.39
367666,4.17
368737,9.85
404607,9.88
411882,9.89
385448,9.92
645953,3.81
400592,4.0
458608,7.04
382728,5.09
406644,4.75
399859,5.17
406641,5.13
387496,4.86
407269,9.34
366160,6.89
367130,7.46
437277,7.07
952684,8.23
409568,4.17
412253,4.39
964692,5.93
678929,3.17
407277,10.22
489061,3.0
696228,3.81
366599,7.02
639088,3.7
410583,4.86
417331,4.91
696249,3.91
731630,3.91
415417,4.86
390731,4.86
511970,4.0
373851,4.86
373850,4.86
402351,9.56
402352,9.43
390508,10.12
375334,5.67
489062,3.46
639092,4.09
489060,3.0
731637,4.09
745812,3.81
406550,9.05
511982,4.25
389089,5.58
407276,8.08
383229,7.95
387961,8.35
402045,4.09
366049,3.46
446177,6.39
393081,2.81
371698,2.81
388089,2.81
366612,7.28
412808,2.81
371409,2.81
371408,2.81
458606,7.06
708468,4.39
512530,4.17
639097,4.09
511985,4.09
418912,8.37
393848,11.96
400254,2.58
366267,4.0
407063,3.91
402044,4.25
368699,7.23
639098,4.09
696339,4.39
404574,7.54
387841,3.17
511989,4.52
708471,4.95
409322,3.58
387840,3.17
639099,4.09
639101,4.17
731684,5.21
639109,3.81
383095,3.58
492849,7.98
393645,5.88
663278,7.5
373847,4.86
366363,11.08
402043,2.81
366628,4.32
455295,7.03
724976,4.46
401304,7.07
408400,7.64
458605,7.06
674321,2.0
409321,2.81
428130,4.39
629328,4.64
662933,8.35
400252,3.17
365745,4.75
406142,4.81
365493,4.09
365494,4.52
401303,4.52
382229,4.32
399439,7.73
409320,2.32
366602,3.0
407057,3.0
387839,3.46
467970,7.0
400253,3.46
366676,8.38
388215,9.56
387358,11.36
369328,8.22
437278,7.12
477996,11.14
645420,9.12
407055,3.7
407054,3.46
407056,3.58
409319,3.17
946736,5.43
366365,10.14
477995,10.75
473706,11.43
410043,7.71
745511,6.88
384342,9.43
511932,3.7
914625,7.21
391081,8.19
934137,6.64
477994,11.34
425364,6.83
399568,8.74
421778,7.44
381924,7.96
766138,1.0
421777,7.44
428694,7.5
365854,8.83
790357,1.0
385658,11.54
390748,11.33
670402,1.0
911509,10.69
367943,8.59
440905,11.49
708379,3.81
410592,7.99
511949,3.58
471515,7.08
471514,7.1
412551,7.08
696207,4.58
386061,8.14
458603,7.21
512501,3.7
412265,7.07
409803,9.14
458602,7.06
366687,10.23
807685,1.0
392064,7.72
412267,7.08
411346,9.17
753830,1.0
404644,6.32
385464,6.23
369044,6.23
409628,7.52
366368,7.24
385501,7.69
407504,11.78
1017099,3.91
1009865,6.94
405318,8.25
369624,8.41
1091517,2.0
386802,7.37
387701,8.78
403327,7.95
404030,8.78
385756,8.84
391077,8.33
1026373,5.55
384584,8.25
1009855,7.32
402448,4.0
997912,6.77
535152,3.32
369322,8.5
1009867,7.29
1009863,7.36
798940,7.5
460190,5.09
450305,5.46
407946,5.29
408316,7.15
447733,5.21
402856,9.86
383938,9.88
1030621,8.47
410576,8.54
385022,8.94
434209,7.43
417991,12.6
388240,4.0
472698,5.7
553005,5.39
406429,8.19
391073,8.71
420151,7.93
764514,1.0
390859,8.92
386058,9.03
401477,9.89
392194,5.17
388343,8.2
534409,11.61
366632,9.61
407641,7.96
670702,7.01
382538,8.33
366397,10.4
388087,10.31
388266,5.46
410331,8.72
405800,9.23
719426,1.58
416739,6.88
370050,8.55
700664,2.0
400085,8.69
608303,3.91
368007,10.99
608313,4.09
455504,4.0
455511,4.0
621407,4.0
608296,4.0
511788,4.09
621416,4.09
597252,9.59
366816,7.43
402479,5.32
409513,7.66
481615,5.29
389712,8.38
481614,5.32
405801,8.94
967679,7.75
406685,8.36
402157,5.64
517149,4.64
385029,9.38
385664,7.46
409108,6.17
370782,8.95
409731,9.57
408012,9.13
387331,10.3
400589,5.46
367459,8.73
392252,8.99
366737,9.31
406684,8.82
393664,5.86
408078,11.08
411884,6.17
371775,11.24
372118,11.15
389912,8.01
466913,4.7
898468,3.17
377586,13.42
466912,4.64
401702,7.82
373310,8.57
416799,8.58
407170,8.06
554317,7.07
715713,9.05
416798,8.58
366781,4.95
402521,4.64
400634,8.25
689088,1.0
466406,5.73
386345,7.27
431005,5.09
409259,6.46
409749,4.32
379621,7.24
402522,4.75
1025374,5.7
388129,9.79
789994,3.7
414598,4.7
409399,9.82
411909,7.42
407452,9.77
466908,4.7
782717,7.86
369656,6.3
419267,4.39
405578,6.29
500407,2.58
403000,8.72
409293,9.35
407882,8.22
399165,7.03
388160,9.89
409760,4.7
383886,8.38
609529,3.32
427907,6.82
400317,9.73
381523,8.67
417973,8.89
545787,6.66
448108,6.46
407526,5.25
366947,6.44
383468,6.02
702885,3.32
409237,7.27
383121,10.83
420199,9.33
376824,5.61
500402,2.58
383561,9.44
399206,5.49
420658,10.18
366522,9.94
407772,8.55
788114,1.0
648198,4.0
772708,1.0
576913,6.49
788112,1.0
849834,1.0
651619,6.71
478378,4.46
448073,7.35
409810,8.41
695859,6.69
445630,7.81
676701,3.0
676699,2.32
399205,5.46
935967,5.29
398259,5.36
