pid,label
147272,9.16
147271,9.27
156390,8.84
156357,9.06
174552,4.46
179117,4.39
160564,8.52
179116,4.39
318822,7.5
146489,10.88
159463,10.67
156391,8.29
155576,10.62
496370,8.81
191930,6.71
608273,3.81
159188,10.35
162929,10.82
400170,8.85
158823,10.36
158821,10.79
163288,11.16
159541,7.29
159529,8.09
150000,11.28
149999,10.21
150040,10.67
155650,9.63
146574,7.86
197241,2.81
146558,6.77
159493,11.88
159573,9.47
156053,6.49
159470,9.11
159434,6.82
155645,6.86
155578,11.52
146595,6.57
155598,8.03
159054,8.32
159576,5.86
159594,6.83
695754,2.0
155653,7.37
483558,4.25
769692,3.7
405032,7.98
194398,2.81
155338,6.43
146942,8.34
155431,8.16
146763,13.18
210656,2.0
155434,6.94
261513,5.52
155688,8.15
296954,4.09
875637,8.01
146636,9.99
159294,8.69
159790,9.16
159322,8.56
159226,4.09
483967,5.0
155710,3.91
159685,7.94
159708,10.48
160097,10.07
180486,10.74
155739,5.09
146670,4.52
155661,7.62
434266,4.95
789391,6.41
147089,6.15
277497,8.71
155935,6.99
146867,6.82
155866,6.94
159376,6.87
146869,6.86
146868,6.83
146586,11.84
267881,8.27
267912,8.48
159900,6.86
155934,6.91
155865,6.89
155846,7.25
159831,7.24
155498,7.24
197242,2.81
155837,7.26
159832,7.27
146798,7.29
190337,8.86
159940,7.25
146918,6.86
159982,6.92
160374,7.0
886397,10.32
160339,6.82
159354,6.13
159826,5.93
155829,6.17
159355,6.17
146782,5.98
155833,6.11
155490,5.93
146843,5.95
159815,5.93
147173,6.92
156243,6.92
156242,7.13
285871,8.84
155842,6.52
146522,9.92
155622,9.82
160375,6.77
562814,7.83
155736,4.91
423402,4.17
280634,6.39
281088,6.98
303402,7.21
417394,4.17
159568,10.27
618405,5.75
159566,10.45
265617,9.59
175189,4.25
159088,10.15
159542,10.03
155289,10.03
155623,9.99
155897,11.53
159746,7.07
155620,9.73
146523,10.02
155291,9.54
155621,10.07
157570,10.25
168028,9.98
155290,9.52
155433,5.93
164586,8.87
275914,7.99
294543,8.15
159906,6.3
183526,5.91
156386,8.29
275913,8.84
156387,8.27
194341,4.39
447022,6.91
296996,8.58
369982,6.02
335344,5.91
335433,5.91
335432,5.98
375637,5.81
146669,11.0
146886,9.76
273892,4.32
181384,12.17
146647,9.18
159721,7.52
274279,8.67
159834,6.61
153107,6.25
155790,12.39
200001,8.8
146693,6.86
156492,4.75
161425,8.1
157756,8.11
148524,8.12
160649,5.13
150460,8.05
172880,3.58
172873,3.46
168300,2.81
172896,2.81
173985,3.0
174315,3.58
159620,7.41
165653,6.02
159292,7.67
163644,7.62
163643,7.63
155762,6.36
160588,7.62
294014,6.32
1035815,2.32
296351,6.32
296346,6.41
275387,6.52
286720,6.38
294015,6.34
294016,6.87
305534,9.85
305535,9.95
272862,5.04
157552,8.24
160982,9.43
155763,10.95
159743,11.98
155779,12.06
187415,3.0
187416,3.7
155729,9.38
159716,7.27
285891,9.94
434504,3.0
288253,9.99
511522,3.32
277220,9.98
289016,9.98
178739,7.99
172243,5.49
298043,10.04
155742,11.63
370779,2.58
370778,3.0
159696,11.26
365043,2.58
159825,5.93
279030,10.05
159796,6.91
156033,7.83
302125,10.18
300011,10.16
224998,7.28
413702,1.0
474454,1.58
438805,1.0
356787,7.57
413425,1.0
457441,1.58
343508,7.69
413424,1.58
413701,1.58
474453,1.58
413423,1.58
470431,2.0
159339,6.99
787563,6.13
169711,8.54
413422,2.0
159298,10.74
216063,10.05
461027,2.0
457440,2.0
474452,2.0
470430,1.58
474451,1.58
461026,1.58
457439,2.0
461025,2.0
461024,2.0
194343,2.58
155485,4.58
159345,5.0
160731,4.52
146824,7.47
147035,6.32
741506,6.97
424176,5.98
155844,8.27
314594,4.95
159365,4.75
160027,8.66
134082,4.91
146807,8.2
285017,7.16
159896,6.46
155924,5.83
155860,8.26
1064972,4.0
155929,5.49
478141,5.43
156989,5.36
228365,4.64
225026,4.64
225025,4.81
155854,8.42
216848,4.7
420980,3.58
420729,3.81
472175,3.7
472174,3.81
420728,5.0
420733,5.13
159841,11.71
160680,8.36
225024,4.64
276826,2.0
155554,6.38
155950,6.46
159942,6.44
146906,6.49
155956,6.58
155556,6.58
161828,10.58
161245,10.15
160343,7.42
160179,7.52
160197,6.94
155960,6.15
155904,10.07
309324,9.36
155655,8.82
155985,8.74
155986,8.24
155987,8.13
146878,11.84
155847,7.23
306607,9.05
885625,7.06
146854,7.41
155493,7.06
284957,8.81
159853,6.85
950046,2.32
950048,4.81
313973,8.6
155894,6.97
159874,6.94
159873,7.02
155519,7.03
159409,14.3
146817,6.98
155893,6.99
159905,6.94
146877,6.94
155943,6.95
159388,6.92
159854,6.82
155941,6.87
155886,6.86
159876,6.93
155896,6.97
146818,6.93
159875,6.94
155895,6.94
159977,8.51
163883,11.37
154997,11.01
154996,11.16
148432,8.26
160185,7.11
313940,8.97
146863,6.46
155871,6.43
155858,6.49
159371,6.44
159843,6.54
159851,6.54
159850,6.48
159894,6.39
155873,6.46
159852,6.6
155859,6.51
163022,7.64
157228,8.31
159842,6.43
161929,8.3
163021,7.35
162620,7.69
155933,6.91
159899,6.81
197557,3.0
159861,6.85
159374,6.82
155864,6.79
169675,10.88
146866,6.82
155932,6.74
159863,7.48
146865,7.38
159375,6.7
155511,6.75
155931,6.79
308662,9.08
159377,7.11
155862,6.75
155876,6.73
155509,6.71
146809,6.83
159897,6.64
155863,6.85
146808,6.74
155508,6.63
155861,6.73
159858,6.66
155930,6.71
159373,6.79
159860,6.71
155877,7.47
159898,6.75
155510,6.78
197660,2.58
146812,6.92
146873,7.02
159869,6.93
155940,6.97
159381,7.0
159382,6.89
146872,6.98
155885,7.02
155517,6.94
159849,6.95
155872,7.04
151028,6.0
159866,6.66
146811,6.64
159846,6.64
155880,6.67
159845,6.71
155881,6.74
155515,6.81
155514,6.77
155882,6.82
155869,6.81
159847,6.89
155883,6.88
155938,6.91
159902,6.88
159380,6.89
155937,6.88
155516,6.95
146871,6.92
159868,6.86
159848,6.88
155939,6.85
155870,6.97
155884,6.91
159867,6.97
159901,6.73
146944,9.99
576853,10.53
159945,8.9
156011,8.08
159910,7.81
156012,6.94
159923,7.23
160270,10.51
299687,8.81
599271,2.0
627740,1.58
598946,3.0
599944,3.0
598944,3.0
891200,3.0
863792,2.81
863779,2.58
599941,2.58
161125,9.95
863789,2.58
290138,9.23
751884,3.7
891199,2.58
165164,7.95
598933,2.58
165697,7.16
863787,2.58
165691,7.79
318207,8.93
891198,2.58
313819,8.99
313820,8.76
197744,2.58
494508,7.87
146974,4.91
319807,8.71
240891,15.3
711148,4.17
216847,4.46
225023,4.86
303275,9.04
415202,8.42
159904,10.49
157788,8.38
820839,4.46
1083172,11.12
863786,2.58
160366,7.62
160365,7.33
723834,2.58
599933,2.58
863784,2.58
599931,2.58
147763,7.35
723832,2.58
159422,8.11
863782,2.58
156787,7.89
599929,2.81
863781,2.81
863780,2.81
599927,2.81
161021,7.55
161020,7.24
156016,3.58
156786,7.32
761965,1.0
156785,7.64
156109,6.21
147762,7.62
224987,4.64
156784,7.52
156783,7.28
156019,5.13
228640,4.58
228364,4.7
314851,9.35
156001,7.99
229036,4.64
156270,9.76
1114819,4.91
1114818,4.95
147118,6.3
159993,9.26
1097981,12.94
161923,8.0
146904,9.28
160266,8.11
384059,10.91
291457,10.08
159921,7.69
172842,5.52
156044,5.86
784740,5.95
156037,9.66
801943,5.88
801940,5.83
510144,4.25
867636,5.95
428343,4.25
495552,4.25
692193,5.88
834309,5.95
235845,4.64
490757,4.17
490756,4.17
462026,4.17
462023,4.17
510109,4.25
510103,4.17
428547,4.17
147201,8.65
155928,9.52
156306,9.0
147202,8.69
159750,8.73
504034,4.17
147204,8.95
428546,4.17
510087,4.17
504025,4.17
510083,4.17
670308,10.31
155980,11.39
428543,4.25
428542,4.17
465313,10.14
194345,2.58
197745,2.32
156034,8.13
187418,2.32
262544,6.07
490789,4.25
490787,4.25
495579,4.25
834275,5.78
156054,5.83
564940,5.88
46693,13.65
156051,5.81
1082300,11.71
197746,3.81
160028,8.17
159980,7.83
245080,8.6
155638,5.64
156002,8.1
160038,7.03
155750,8.39
159670,6.13
155533,8.03
147000,10.75
147033,7.58
160053,7.48
160047,5.17
147153,7.95
147124,9.14
156133,6.38
712887,5.88
159560,7.08
625285,2.81
160262,7.35
156148,3.58
160126,4.95
146899,8.79
146900,6.7
159954,7.24
146950,7.04
155588,7.6
159960,10.37
159432,6.25
156009,6.51
156010,9.1
155991,7.27
155590,6.3
146952,8.77
159984,7.67
159985,6.57
155591,6.29
146901,8.97
155993,8.96
159961,8.46
426516,3.17
160415,5.17
155959,5.13
160509,5.17
160508,5.04
156303,5.13
156355,5.21
159789,5.25
147237,5.32
160435,5.09
147236,5.13
156307,5.09
159787,5.17
159788,5.13
156119,11.12
160043,10.33
159488,6.63
362761,5.86
160172,8.05
350609,8.7
155709,5.55
156096,6.87
160082,9.54
348884,8.61
202034,3.81
160245,8.56
350346,6.58
160092,10.71
159641,8.86
161921,8.24
343804,8.43
345383,8.75
162763,12.65
163161,11.74
197558,3.0
486498,6.38
331510,8.63
316575,8.86
724756,3.81
470587,6.82
180161,3.58
362367,6.6
397665,6.0
318220,10.25
197243,3.32
354089,8.82
216151,5.0
156408,7.99
316576,8.8
154998,11.5
163619,11.68
156223,5.43
160170,13.6
189510,8.32
160204,10.11
147192,14.51
189201,1.58
312079,5.04
347230,8.65
342896,8.53
189196,2.58
640287,3.17
161507,7.92
157243,7.89
148222,7.35
168280,3.46
168281,3.46
173986,3.46
148187,7.11
161492,7.01
148221,7.53
161491,7.59
161490,7.29
148220,7.07
846699,6.91
160820,7.15
161506,7.25
160819,7.22
161489,7.17
161484,7.32
147147,10.41
354174,3.17
173987,3.7
174276,3.17
172897,3.0
173988,3.17
174316,3.0
168282,3.58
578292,8.88
168301,3.0
168302,3.0
168303,3.58
172875,3.0
172876,7.99
1041912,4.17
173990,3.0
174317,3.0
172899,3.0
174281,3.0
172900,3.32
174311,3.17
168304,3.32
174282,3.17
156179,10.12
168305,3.17
174283,3.7
172881,4.7
168287,4.7
160231,9.87
168307,4.64
160212,10.05
159447,12.63
163496,12.48
423800,6.21
367714,8.85
147148,7.56
159666,8.24
159665,8.24
156212,8.29
155794,8.16
156211,8.33
327489,4.95
147053,2.58
156136,2.32
156156,2.58
160122,2.32
148216,7.02
161275,7.02
161239,7.06
344101,8.31
160271,8.63
160209,7.6
169810,5.09
160268,8.38
156210,8.27
194399,2.58
701634,8.32
204837,10.71
367713,8.42
365814,8.34
348100,7.69
368817,8.56
164022,8.7
160224,4.7
160227,5.67
156190,8.4
156295,8.99
368816,8.55
329920,8.99
156100,8.21
147371,7.98
147149,4.81
158524,8.4
162216,8.48
166505,8.11
154526,8.38
321476,4.95
162764,8.41
1082422,4.0
423132,3.81
159615,7.1
200050,4.95
466894,6.57
217447,10.16
166435,13.12
160226,11.34
157069,6.11
197747,3.58
429602,13.41
156162,9.82
166131,4.64
148337,9.74
158400,11.35
147161,9.3
159722,9.65
159634,10.42
161230,5.52
161221,5.61
349908,3.32
368508,8.77
252023,5.52
165821,7.43
197748,2.32
187419,3.0
147027,8.49
156175,9.09
156188,9.53
350409,6.91
159662,5.93
159663,8.92
231863,5.81
156488,9.38
160183,7.27
156151,10.38
155748,9.71
297629,7.68
259182,7.73
456123,6.73
160186,11.84
253853,7.76
240481,7.69
155756,11.58
259184,7.93
499339,7.32
194400,3.7
160749,7.78
284253,4.64
269368,9.57
269367,9.42
268942,9.41
268941,9.53
253870,7.72
350872,3.58
160336,7.36
156248,6.57
457708,12.51
528601,3.46
178740,4.09
161512,9.6
511852,2.58
160353,5.49
159713,5.55
307773,4.46
341685,6.99
160369,5.39
160382,8.5
238292,10.22
160409,5.43
160408,5.39
160406,5.25
156299,5.46
159785,5.29
159784,5.43
156298,5.25
160404,5.25
160504,5.25
156297,5.21
156296,5.39
159781,5.39
160403,6.58
160419,5.46
159780,5.49
147274,5.36
156302,5.39
752615,9.03
767108,9.4
147138,7.48
162580,8.92
161167,6.19
162591,8.89
937461,3.0
159794,13.31
284531,5.93
269309,7.47
342002,10.23
150258,9.77
508536,5.86
162424,13.25
156278,5.04
579170,2.58
382926,8.46
197479,11.23
200266,11.27
155953,4.52
160421,10.54
160359,12.0
512746,8.17
378571,8.35
375869,9.04
162533,6.95
160387,4.91
630250,9.03
379480,8.8
374054,8.88
187484,3.17
368120,9.26
370348,8.76
348645,8.68
166591,8.74
160477,9.09
147283,9.08
160458,9.11
160457,9.11
155963,9.13
160478,9.11
147247,9.1
156338,9.09
160479,9.11
160480,9.1
147248,9.08
156362,9.08
155964,9.08
159798,9.1
160528,9.03
160527,9.08
156363,9.05
160481,9.06
147249,9.03
156364,9.02
147250,9.02
156316,9.02
160482,9.8
156365,9.03
155965,9.04
160459,9.06
160460,9.05
155966,9.04
156318,9.07
156317,9.07
156366,9.07
155967,9.06
147284,9.08
159167,11.25
169627,10.45
374025,8.94
156323,10.53
147256,10.65
147255,10.65
160461,10.84
156367,10.48
156368,10.77
156324,11.3
159799,10.69
156325,10.46
160484,10.7
147257,10.74
159800,10.54
160529,10.87
160462,11.58
155968,10.42
156344,10.44
156326,11.8
156327,10.49
156369,10.46
147285,10.47
156370,10.33
160485,10.37
160486,10.32
160487,10.26
156345,10.49
156328,10.3
156371,10.26
147286,10.38
160463,10.32
159801,10.33
160530,10.25
160464,10.26
159802,10.25
160531,10.35
147287,10.22
147258,10.91
156330,10.66
156331,10.39
160532,10.79
156346,10.22
156329,10.27
156372,10.2
160533,10.16
147259,9.94
147260,11.03
156347,9.9
155969,10.0
156373,9.79
147289,9.89
147288,9.89
160488,9.88
147261,10.42
147290,10.38
156374,9.82
155970,11.1
160466,10.61
160467,9.81
156375,9.8
160468,9.8
160489,9.82
160469,9.87
147291,10.18
160470,9.82
160534,10.4
156376,10.19
147262,10.43
156348,9.7
156332,9.68
159803,9.66
156333,9.65
156334,9.64
156377,9.7
159804,10.1
156336,9.66
156335,9.85
160535,10.11
160536,10.12
147292,9.73
160537,9.74
160490,10.0
156379,9.67
159805,9.87
160471,9.92
160538,9.66
159806,9.72
156349,9.64
156350,9.64
160539,9.62
160540,9.67
160472,10.24
155971,10.02
155972,10.28
160541,9.81
163764,8.51
377542,9.29
160544,8.34
156337,5.58
386969,8.9
147230,7.79
352230,9.14
180485,10.56
352229,8.88
348646,8.79
400425,9.2
147233,4.91
156305,5.83
160506,5.04
344498,8.25
748501,5.81
159824,5.7
374024,8.82
197662,3.0
420264,8.83
882912,1.0
885264,6.97
350073,9.2
156293,10.75
156717,9.85
160289,8.78
148248,8.44
147453,8.08
158706,7.36
161580,8.16
156250,5.75
160551,6.61
161622,7.97
155994,7.99
169178,5.39
156405,3.81
285449,6.19
161811,9.55
161910,8.04
743481,10.18
232611,8.78
160548,8.57
157202,8.06
161907,8.05
157748,8.04
161417,8.01
157200,8.03
155992,7.19
160380,6.39
288762,4.58
160645,7.92
312081,4.39
316335,5.0
160510,9.68
403245,8.58
160417,6.32
1101746,9.11
398510,8.6
855703,6.75
147295,8.86
362985,8.62
160585,7.14
160755,10.1
160594,4.0
156352,9.12
231882,6.38
160511,7.7
147240,7.6
152745,3.81
161986,7.39
160546,9.22
161172,7.59
157603,7.31
164352,11.14
189002,8.09
157793,7.38
160630,9.85
194347,3.46
720528,4.95
156056,11.06
172137,10.85
147330,10.32
1022219,9.18
159889,7.03
156404,7.82
403243,8.2
246546,5.04
164640,5.29
451224,6.64
148656,8.59
389605,8.26
401908,8.14
197244,3.0
450690,5.29
409038,8.42
164083,9.9
393695,9.69
384586,9.92
626857,4.52
408486,9.71
991237,10.01
420146,9.94
159020,8.72
413406,9.75
147304,6.36
147151,7.77
393727,10.03
147390,9.76
156648,10.85
160907,8.41
158465,6.89
162674,6.82
161963,7.0
160604,6.61
387569,8.92
418526,9.82
159813,11.78
147241,5.46
156431,12.1
159917,10.0
159926,6.82
160571,9.37
269369,9.46
160639,7.88
147318,6.46
1008255,5.21
187421,3.32
159943,6.89
156474,8.19
147267,7.0
170090,8.62
160681,6.25
160644,7.54
160628,9.84
210256,2.0
156422,7.93
159913,8.4
159914,8.33
156040,9.01
156415,8.06
156416,8.22
160690,6.13
156418,4.81
160697,8.31
164929,9.65
147376,8.93
456297,5.93
647915,9.57
695219,2.32
160683,5.78
567872,2.32
462524,10.06
695218,2.32
177174,1.0
529535,12.1
567870,2.32
567386,2.32
858480,6.34
895699,8.38
180544,9.02
156424,8.89
160024,15.63
156154,15.54
160736,15.6
156529,15.37
160023,15.68
156528,15.39
160022,15.95
156153,15.41
160735,15.43
156527,15.46
147500,15.47
160021,15.38
156526,15.4
156525,15.42
147499,15.44
160020,15.47
160019,15.48
156523,15.5
147498,15.53
156558,15.56
147422,15.57
156557,15.52
156556,15.79
160752,15.61
147497,15.66
160737,15.71
156522,15.73
147496,15.81
147421,15.92
724705,2.58
160721,7.0
147485,9.21
160732,7.98
499100,11.19
149850,8.57
159996,7.58
160827,7.42
336117,7.08
156147,10.19
187422,3.17
760257,6.38
547432,6.36
547146,6.41
147540,6.81
431458,7.97
383634,10.97
166148,5.04
156129,8.92
377911,8.39
862416,7.89
160771,7.64
513202,4.52
162309,6.23
165358,10.92
149867,12.14
147444,6.41
160744,7.33
157734,12.92
158212,13.42
157733,12.87
156625,11.74
160751,5.25
156583,10.84
160070,11.35
157732,12.92
161797,12.96
157731,13.0
162458,12.95
148883,13.24
158239,13.03
160743,6.97
148882,13.1
160742,7.53
148998,12.97
148881,13.36
147534,10.74
162457,13.16
162501,14.14
157730,13.02
201754,5.86
156150,7.02
152670,11.35
933324,4.95
156561,6.34
157064,9.74
160046,8.16
161361,9.61
156597,9.53
164260,9.7
147565,10.77
147564,10.76
160161,11.4
156670,10.75
147609,10.77
156709,10.3
160860,10.71
391118,6.63
292838,7.38
317297,7.29
160769,7.29
156172,7.21
160764,7.19
160065,7.24
160770,7.12
197245,2.81
386406,7.75
386405,8.26
161508,11.38
160793,5.61
147514,10.95
162902,9.74
161437,4.52
469391,3.0
615159,1.0
160754,6.86
161988,8.23
162029,7.91
162030,7.9
861941,2.58
224202,8.69
156174,7.26
640994,9.65
536828,9.6
536826,9.52
156607,6.79
536825,9.59
467838,10.39
467837,10.03
647913,9.47
536824,9.49
631099,9.4
160798,5.52
157252,12.25
622423,9.63
156614,11.92
160646,7.38
160719,11.14
160685,10.84
160684,10.84
618373,2.58
696430,2.58
437661,7.35
446613,7.12
437658,7.14
420931,7.14
397163,7.25
396900,7.1
401398,5.67
456038,12.32
153363,8.48
157738,8.86
157186,8.29
161897,8.75
161896,8.93
444085,7.29
397158,7.12
437660,7.29
208972,9.17
437659,7.32
471574,5.39
420935,7.23
444080,7.12
444084,7.26
420934,7.24
444083,7.21
156134,4.58
156510,6.13
444082,7.26
444081,7.24
397162,7.28
197559,3.81
645431,1.0
397161,7.2
435225,7.18
435227,7.23
679843,8.63
420936,7.33
437657,7.18
420930,7.37
397157,7.22
435226,7.2
396901,7.25
397160,7.28
397159,7.28
420932,7.27
420933,7.18
435224,7.23
147333,7.91
148203,8.84
148142,8.72
147528,6.6
158494,6.44
750140,1.0
197246,3.0
156613,8.19
160063,5.13
156669,6.87
160853,6.85
147568,6.74
160852,6.87
160818,6.09
156227,7.3
160906,7.09
160745,10.69
160850,6.77
156226,6.64
160163,6.44
156708,6.63
156225,6.67
160849,6.57
160899,6.58
160821,6.25
156663,6.29
717025,5.81
156224,6.46
156173,7.06
798730,4.39
248935,11.1
160824,12.05
147590,3.58
161384,7.23
755822,10.01
157102,6.99
156650,11.69
156652,3.91
156271,9.84
148227,9.85
156673,9.33
156264,10.0
156715,5.93
633835,1.58
156622,8.54
315088,5.04
156977,10.89
160913,6.91
147592,5.32
282145,6.7
636861,8.01
746242,5.29
160757,10.09
147656,6.17
147604,5.83
156720,6.67
422441,7.52
156723,5.67
147642,6.48
157776,13.28
156743,5.67
161031,9.05
156493,10.59
147617,10.5
167179,6.57
158035,8.73
148746,8.64
158034,11.37
157485,8.6
158087,8.56
148745,8.66
158033,8.55
158086,8.65
158016,8.65
162159,8.45
161596,8.71
162158,8.66
158085,8.39
157484,8.39
148744,8.38
162231,8.38
158032,8.35
158031,8.33
161595,8.41
148743,8.59
161594,8.56
148686,8.55
156626,6.77
162157,8.49
157483,8.26
148685,8.23
161593,8.24
148684,8.25
148742,8.25
158030,8.23
158015,8.2
148741,8.21
157482,8.19
771837,8.39
158029,8.18
162156,8.16
156713,9.65
161592,8.25
148740,8.15
158014,8.14
333706,4.39
162230,8.15
162229,8.15
148683,8.15
157481,8.13
162155,8.12
148682,8.13
156731,9.58
156486,6.49
161591,8.11
160957,10.01
160234,8.46
147620,8.47
147651,8.85
158084,8.12
161590,8.09
148739,8.1
161589,8.07
157479,8.06
162154,8.06
312214,4.46
162228,8.05
158028,8.04
162153,8.01
161588,8.02
331966,4.64
162147,8.07
157478,8.09
162152,8.07
162146,8.08
161886,7.96
158027,8.04
318215,10.22
148738,8.06
158026,8.07
158083,8.04
161587,7.79
158025,7.8
158082,7.81
148737,7.81
162151,7.81
157477,7.79
162143,7.8
158013,7.81
157549,7.51
162141,7.82
162227,7.83
161130,7.77
162226,7.85
312213,4.39
164075,14.11
210780,1.0
158012,8.07
162150,7.8
157476,7.81
333702,4.39
161782,9.29
162140,7.86
158024,7.82
162149,8.06
157544,7.77
158081,7.86
148681,7.85
162148,7.85
158011,7.86
148736,7.88
162139,7.92
162138,7.9
165170,11.63
161585,7.91
158080,7.91
157548,9.73
157583,10.33
161781,9.62
162225,7.79
161584,7.77
148680,7.79
161773,8.27
148735,7.77
148679,7.79
157092,7.88
148678,7.79
386404,8.51
158079,7.96
156216,8.85
157067,9.76
158010,7.83
148734,7.79
158023,7.76
162145,7.76
157066,9.64
161748,7.57
162224,7.78
158078,7.76
157566,7.99
148367,7.31
161783,6.52
162144,7.79
148677,8.05
157090,7.79
158036,7.53
157475,7.82
161804,7.81
184714,7.57
148416,7.8
157597,7.77
162137,7.79
157089,7.78
162142,7.84
148676,7.85
158077,7.84
160156,8.26
162223,7.96
326568,11.24
158009,8.17
160833,8.24
158008,8.25
160834,6.75
162160,7.51
156659,8.34
160880,8.34
161831,9.83
161753,9.98
161747,9.87
148366,10.02
161803,7.71
148420,9.6
156215,8.4
161752,10.14
161751,9.87
162232,7.64
148747,7.51
158017,7.49
161597,7.71
160959,7.98
161750,9.89
157551,9.77
147537,7.88
161131,9.62
161746,9.61
147539,9.05
161141,7.69
157088,7.73
157061,9.99
157062,9.8
161140,7.67
157060,9.3
157594,7.71
148083,9.94
194348,3.17
148020,10.02
161246,10.4
147643,10.5
160956,10.8
161802,7.68
161383,10.24
148018,9.92
157087,7.69
147615,10.51
148385,7.72
161282,9.91
157101,9.83
157086,7.69
160230,10.56
156744,10.54
161801,7.69
156593,9.51
161281,10.14
160955,10.38
160661,10.15
157099,9.94
160660,9.66
160229,10.91
156592,9.78
160974,10.7
157100,9.61
160659,9.62
161769,7.73
156268,11.25
148384,7.64
161280,9.62
148383,7.63
148082,9.58
161279,9.97
156590,8.57
157568,7.58
161139,7.62
148081,8.63
162037,9.4
161298,9.6
157919,9.42
148675,9.39
148414,7.62
157439,9.53
148413,7.59
156589,9.67
157084,7.57
157592,7.55
161767,7.57
156588,9.35
946731,4.58
161763,7.52
161766,7.55
157081,7.55
161024,9.68
160842,10.22
157565,7.52
160772,7.78
161382,8.21
160843,10.84
161381,8.03
160844,9.11
161136,7.54
160960,6.27
984849,8.41
161799,7.57
161297,7.89
161278,9.55
157561,7.61
156587,8.73
1044564,3.0
148080,9.32
328504,4.46
161380,8.14
157556,7.53
148412,7.53
161795,7.69
160083,7.71
161135,7.67
157560,7.61
157925,9.5
157080,7.65
161533,9.47
148374,7.62
162631,9.23
315899,4.39
147493,8.04
161532,9.61
156595,8.0
148674,9.69
157924,9.61
157917,9.59
328501,5.36
161531,9.66
161530,9.65
156631,7.42
162038,9.36
162087,9.46
148373,7.6
157559,7.95
157554,8.02
161759,8.11
328502,4.52
148673,9.59
148411,8.27
331965,4.39
260952,4.86
269812,4.81
333703,4.46
254335,5.0
161792,8.32
161007,7.46
156285,5.32
157918,9.58
148620,9.56
456591,2.81
148621,9.5
299767,4.52
147711,10.52
147693,10.97
315898,4.39
299768,4.39
331967,4.39
147764,7.48
160924,13.23
158384,11.08
915716,8.2
161010,7.29
304570,10.09
162318,7.19
164354,8.65
179438,12.34
148790,7.33
162296,7.23
221394,8.85
260773,10.74
161565,7.87
508543,7.72
194349,2.58
701270,4.32
150182,6.92
158948,6.86
163300,8.21
157375,7.92
1027852,12.27
160936,13.84
157339,9.02
160264,8.03
159190,8.39
156741,8.17
156288,8.68
160976,8.95
156755,7.67
